Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
1,Saturday,Unknown,Female,High school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Turnover,Not a Pedestrian,No distancing,Slight Injury
1,Saturday,18-30,Unknown,Elementary school,Employee,Below 1yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Unknown,Slight Injury
1,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Saturday,18-30,Male,Elementary school,Owner,5-10yr,Public (13?45 seats),Owner,Two-way (divided with broken lines road marking),Unknown,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No distancing,Slight Injury
0,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Dry 1,Governmental,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Friday,18-30,Male,Elementary school,Employee,1-5 yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Friday,18-30,Male,High school,Employee,Below 1yr,Unknown,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Reversing,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Tuesday,18-30,Male,High school,Employee,1-5 yr,Dry 2,Organization,Unknown,Tangent road with flat terrain,Unknown,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,1,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury
3,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Unknown,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Turnover,Slight Injury
0,Saturday,31-50,Male,Elementary school,Employee,1-5 yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,No junction,Unknown,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,Turnover,Not a Pedestrian,Driving to the left,Slight Injury
1,Sunday,18-30,Male,Elementary school,Employee,Unknown,Two way,Unknown,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury
1,Sunday,18-30,Male,Unknown,Employee,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
2,Wednesday,31-50,Male,Elementary school,Owner,1-5 yr,Auto,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Turnover,Not a Pedestrian,No priority to pedestrian,Slight Injury
0,Saturday,Under 18,Male,High school,Employee,5-10yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury
0,Saturday,18-30,Male,High school,Employee,1-5 yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Friday,31-50,Male,High school,Employee,1-5 yr,Dry 2,Owner,Unknown,Steep grade downward with mountainous terrain,No junction,Asphalt,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
2,Saturday,18-30,Unknown,High school,Employee,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Friday,31-50,Male,High school,Owner,Below 1yr,Auto,Owner,Unknown,Steep grade downward with mountainous terrain,No junction,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,Reversing,Not a Pedestrian,Changing lane,Slight Injury
3,Friday,31-50,Male,High school,Employee,Below 1yr,Public 1,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
3,Friday,31-50,Male,High school,Employee,Unknown,Auto,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
0,Thursday,Under 18,Male,High school,Employee,Below 1yr,Public 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
0,Thursday,Under 18,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,Parked,Not a Pedestrian,Changing lane,Serious Injury
1,Friday,18-30,Unknown,High school,Employee,1-5 yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Friday,18-30,Male,High school,Employee,5-10yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Friday,18-30,Male,Elementary school,Employee,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,Unknown,Not a Pedestrian,Overtaking,Slight Injury
1,Friday,18-30,Unknown,Unknown,Owner,5-10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Changing lane,Slight Injury
2,Saturday,18-30,Male,High school,Employee,5-10yr,Unknown,Owner,Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,No distancing,Slight Injury
3,Friday,Under 18,Male,High school,Owner,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Stopping,Not a Pedestrian,Unknown,Slight Injury
1,Sunday,18-30,Male,Illiterate,Employee,1-5 yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Sunday,31-50,Male,High school,Employee,5-10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Overtaking,Not a Pedestrian,Changing lane,Slight Injury
1,Sunday,31-50,Male,High school,Employee,Below 1yr,Bajaj,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
1,Sunday,18-30,Male,High school,Employee,1-5 yr,Auto,Owner,Unknown,Steep grade downward with mountainous terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Reversing,Not a Pedestrian,Unknown,Slight Injury
1,Sunday,18-30,Male,Elementary school,Employee,1-5 yr,Dry 2,Governmental,Two way,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
2,Saturday,Unknown,Female,Elementary school,Employee,1-5 yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
2,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Y Shape,Unknown,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Saturday,31-50,Male,High school,Employee,5-10yr,Auto,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Saturday,Under 18,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tangent road with mild grade and flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,With Train,2,Moving Backward,Not a Pedestrian,Unknown,Slight Injury
2,Saturday,Under 18,Male,High school,Employee,Above 10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
1,Friday,Under 18,Male,High school,Employee,Above 10yr,Public (13?45 seats),Governmental,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,No priority to pedestrian,Slight Injury
1,Friday,31-50,Male,High school,Owner,Above 10yr,Public 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Monday,Over 51,Male,High school,Employee,Unknown,Unknown,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Monday,31-50,Male,High school,Employee,5-10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
1,Monday,31-50,Male,High school,Employee,1-5 yr,Auto,Organization,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
1,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Tuesday,18-30,Male,High school,Employee,1-5 yr,Public (13?45 seats),Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Unknown,Moving Backward,Slight Injury
0,Saturday,Over 51,Male,High school,Owner,5-10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Turnover,Not a Pedestrian,Driving at high speed,Slight Injury
0,Saturday,18-30,Male,High school,Employee,Above 10yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
1,Sunday,31-50,Male,High school,Employee,1-5 yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
1,Sunday,31-50,Unknown,Elementary school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,Unknown,Slight Injury
2,Monday,Over 51,Male,High school,Owner,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Monday,18-30,Unknown,High school,Employee,Above 10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Unknown,Slight Injury
0,Sunday,31-50,Male,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Getting off,Not a Pedestrian,No distancing,Slight Injury
0,Sunday,Over 51,Male,High school,Owner,5-10yr,Unknown,Owner,Two way,Tangent road with mild grade and flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Saturday,18-30,Male,High school,Employee,5-10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
1,Saturday,18-30,Male,High school,Employee,5-10yr,Auto,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
3,Tuesday,18-30,Male,High school,Employee,Above 10yr,Auto,Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
3,Tuesday,31-50,Male,High school,Employee,1-5 yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Wednesday,31-50,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Unknown,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Wednesday,31-50,Male,High school,Employee,Below 1yr,Unknown,Owner,One way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
2,Wednesday,31-50,Male,High school,Employee,Above 10yr,Dry 1,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Wednesday,31-50,Male,High school,Employee,1-5 yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Collision with pedestrians,2,Going straight,Not a Pedestrian,Unknown,Slight Injury
2,Thursday,18-30,Male,High school,Employee,5-10yr,Unknown,Owner,Two way,Tangent road with flat terrain,Y Shape,Unknown,Dry,Daylight,Normal,Collision with pedestrians,2,Moving Backward,Not a Pedestrian,No distancing,Slight Injury
2,Thursday,18-30,Male,High school,Employee,5-10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Friday,Unknown,Female,Elementary school,Owner,Below 1yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,3,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Friday,31-50,Male,Unknown,Unknown,Unknown,Dry 2,Unknown,Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Friday,Over 51,Unknown,High school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No distancing,Slight Injury
